iter	Passed	Remaining
438	3454	4414
439	3461	4405
440	3469	4397
441	3477	4390
442	3485	4382
443	3492	4373
444	3501	4366
445	3508	4357
446	3516	4350
447	3524	4342
448	3531	4334
449	3539	4326
450	3547	4318
451	3555	4310
452	3562	4301
453	3571	4294
454	3578	4286
455	3586	4279
456	3594	4270
457	3602	4262
458	3609	4254
459	3618	4247
460	3625	4238
461	3632	4229
462	3640	4222
463	3648	4214
464	3655	4205
465	3662	4197
466	3671	4190
467	3678	4181
468	3686	4173
469	3694	4165
470	3702	4157
471	3709	4150
472	3717	4142
473	3725	4134
474	3733	4126
475	3741	4118
476	3748	4110
477	3756	4102
478	3764	4094
479	3772	4086
480	3780	4078
481	3787	4070
482	3795	4063
483	3804	4055
484	3811	4047
485	3819	4039
486	3826	4030
487	3834	4023
488	3842	4014
489	3850	4007
490	3857	3999
491	3865	3991
492	3873	3983
493	3881	3975
494	3889	3968
495	3897	3960
496	3905	3952
497	3913	3945
498	3921	3936
499	3929	3929
500	3936	3921
501	3944	3913
502	3952	3905
503	3960	3897
504	3968	3890
505	3976	3881
506	3984	3874
507	3992	3866
508	4000	3859
509	4008	3850
510	4016	3843
511	4024	3835
512	4032	3828
513	4040	3820
514	4048	3812
515	4055	3804
516	4063	3796
517	4071	3788
518	4078	3779
519	4087	3772
520	4096	3766
521	4104	3758
522	4114	3752
523	4122	3744
524	4130	3736
525	4137	3728
526	4145	3720
527	4153	3712
528	4161	3705
529	4169	3697
530	4177	3689
531	4184	3681
532	4192	3673
533	4200	3665
534	4208	3657
535	4215	3649
536	4223	3641
537	4231	3633
538	4239	3625
539	4247	3617
540	4254	3609
541	4262	3602
542	4270	3594
543	4277	3585
544	4285	3577
545	4292	3569
546	4300	3561
547	4307	3553
548	4316	3545
549	4323	3537
550	4331	3529
551	4339	3521
552	4347	3514
553	4355	3506
554	4362	3498
555	4370	3490
556	4378	3482
557	4386	3474
558	4394	3466
559	4402	3458
560	4410	3451
561	4417	3443
562	4425	3435
563	4433	3427
564	4441	3419
565	4448	3411
566	4456	3403
567	4465	3395
568	4472	3387
569	4480	3380
570	4488	3372
571	4497	3365
572	4505	3357
573	4513	3349
574	4520	3341
575	4529	3333
576	4536	3325
577	4544	3317
578	4551	3309
579	4559	3301
580	4566	3293
581	4574	3285
582	4582	3277
583	4590	3269
584	4598	3262
585	4606	3254
586	4613	3246
587	4621	3238
588	4629	3230
589	4636	3222
590	4644	3214
591	4652	3206
592	4660	3198
593	4668	3190
594	4676	3182
595	4683	3175
596	4690	3166
597	4698	3158
598	4706	3150
599	4713	3142
600	4721	3134
601	4728	3126
602	4735	3117
603	4743	3110
604	4751	3102
605	4759	3094
606	4767	3086
607	4774	3078
608	4782	3070
609	4790	3062
610	4797	3054
611	4805	3046
612	4813	3038
613	4821	3031
614	4829	3023
615	4837	3015
616	4844	3007
617	4852	2999
618	4860	2991
619	4868	2983
620	4876	2976
621	4884	2968
622	4893	2961
623	4901	2953
624	4909	2945
625	4918	2938
626	4926	2930
627	4934	2923
628	4942	2915
629	4951	2908
630	4959	2900
631	4968	2893
632	4976	2885
633	4984	2877
634	4992	2869
635	5000	2862
636	5008	2854
637	5016	2846
638	5024	2838
639	5033	2831
640	5042	2823
641	5050	2816
642	5057	2808
643	5065	2800
644	5073	2792
645	5082	2785
646	5091	2777
647	5098	2769
648	5107	2762
649	5115	2754
650	5123	2746
651	5130	2738
652	5138	2730
653	5146	2722
654	5155	2715
655	5164	2707
656	5172	2700
657	5180	2692
658	5187	2684
659	5195	2676
660	5203	2668
661	5211	2660
662	5219	2653
663	5227	2645
664	5235	2637
665	5243	2629
666	5251	2621
667	5259	2614
668	5267	2606
669	5275	2598
670	5283	2590
671	5291	2582
672	5299	2575
673	5307	2567
674	5315	2559
675	5322	2551
676	5330	2543
677	5338	2535
678	5345	2527
679	5353	2519
680	5361	2511
681	5369	2503
682	5375	2494
683	5382	2486
684	5390	2478
685	5397	2470
686	5405	2462
687	5414	2455
688	5421	2447
689	5429	2439
690	5437	2431
691	5445	2423
692	5452	2415
693	5460	2407
694	5467	2399
695	5475	2391
696	5483	2383
697	5491	2375
698	5499	2367
699	5506	2359
700	5514	2352
701	5521	2344
702	5529	2336
703	5537	2328
704	5545	2320
705	5553	2312
706	5561	2304
707	5568	2296
708	5575	2288
709	5583	2280
710	5591	2272
711	5599	2265
712	5606	2256
713	5615	2249
714	5622	2241
715	5631	2233
716	5638	2225
717	5647	2218
718	5655	2210
719	5664	2202
720	5671	2194
721	5680	2187
722	5688	2179
723	5695	2171
724	5703	2163
725	5712	2155
726	5720	2148
727	5727	2140
728	5735	2132
729	5743	2124
730	5751	2116
731	5758	2108
732	5766	2100
733	5773	2092
734	5782	2084
735	5789	2076
736	5797	2068
737	5805	2060
738	5813	2053
739	5820	2045
740	5829	2037
741	5836	2029
742	5844	2021
743	5852	2013
744	5860	2005
745	5867	1997
746	5875	1989
747	5883	1981
748	5891	1974
749	5898	1966
750	5907	1958
751	5915	1950
752	5922	1942
753	5930	1934
754	5937	1926
755	5945	1918
756	5952	1910
757	5961	1903
758	5969	1895
759	5977	1887
760	5984	1879
761	5993	1871
762	6000	1863
763	6008	1856
764	6016	1848
765	6023	1840
766	6031	1832
767	6039	1824
768	6048	1816
769	6056	1808
770	6065	1801
771	6073	1793
772	6082	1786
773	6091	1778
774	6099	1770
775	6107	1762
776	6115	1755
777	6123	1747
778	6129	1739
779	6137	1731
780	6145	1723
781	6153	1715
782	6161	1707
783	6169	1699
784	6177	1691
785	6185	1684
786	6193	1676
787	6200	1668
788	6208	1660
789	6215	1652
790	6223	1644
791	6230	1636
792	6238	1628
793	6245	1620
794	6253	1612
795	6261	1604
796	6269	1596
797	6276	1588
798	6284	1581
799	6292	1573
800	6300	1565
801	6308	1557
802	6316	1549
803	6324	1541
804	6332	1533
805	6341	1526
806	6348	1518
807	6356	1510
808	6363	1502
809	6371	1494
810	6379	1486
811	6386	1478
812	6394	1470
813	6402	1463
814	6410	1455
815	6418	1447
816	6426	1439
817	6433	1431
818	6442	1423
819	6449	1415
820	6457	1407
821	6464	1399
822	6473	1392
823	6481	1384
824	6489	1376
825	6497	1368
826	6505	1360
827	6512	1352
828	6519	1344
829	6527	1336
830	6534	1328
831	6542	1321
832	6550	1313
833	6557	1305
834	6565	1297
835	6573	1289
836	6581	1281
837	6589	1273
838	6596	1265
839	6604	1258
840	6612	1250
841	6618	1241
842	6625	1233
843	6633	1226
844	6641	1218
845	6649	1210
846	6656	1202
847	6664	1194
848	6673	1186
849	6682	1179
850	6690	1171
851	6699	1163
852	6707	1155
853	6714	1147
854	6721	1139
855	6729	1132
856	6736	1124
857	6743	1116
858	6751	1108
859	6759	1100
860	6767	1092
861	6774	1084
862	6782	1076
863	6789	1068
864	6796	1060
865	6804	1052
866	6812	1045
867	6820	1037
868	6828	1029
869	6835	1021
870	6843	1013
871	6851	1005
872	6859	997
873	6867	990
874	6875	982
875	6883	974
876	6893	966
877	6902	959
878	6912	951
879	6920	943
880	6928	935
881	6936	927
882	6943	920
883	6952	912
884	6959	904
885	6968	896
886	6975	888
887	6983	880
888	6991	872
889	6998	865
890	7006	857
891	7014	849
892	7021	841
893	7029	833
894	7036	825
895	7043	817
896	7051	809
897	7060	801
898	7068	794
899	7076	786
900	7085	778
901	7093	770
902	7100	762
903	7108	754
904	7115	746
905	7123	739
906	7130	731
907	7138	723
908	7145	715
909	7153	707
910	7161	699
911	7168	691
912	7176	683
913	7183	675
914	7191	668
915	7199	660
916	7206	652
917	7214	644
918	7220	636
919	7228	628
920	7235	620
921	7243	612
922	7251	604
923	7259	597
924	7265	589
925	7273	581
926	7280	573
927	7288	565
928	7296	557
929	7303	549
930	7311	541
931	7318	533
932	7325	526
933	7332	518
934	7340	510
935	7347	502
936	7354	494
937	7361	486
938	7368	478
939	7376	470
940	7383	462
941	7391	455
942	7399	447
943	7406	439
944	7414	431
945	7422	423
946	7429	415
947	7436	407
948	7444	400
949	7452	392
950	7460	384
951	7468	376
952	7475	368
953	7482	360
954	7489	352
955	7497	345
956	7504	337
957	7512	329
958	7519	321
959	7527	313
960	7534	305
961	7542	297
962	7550	290
963	7557	282
964	7565	274
965	7573	266
966	7581	258
967	7588	250
968	7596	243
969	7604	235
970	7612	227
971	7619	219
972	7627	211
973	7635	203
974	7642	195
975	7650	188
976	7657	180
977	7665	172
978	7672	164
979	7680	156
980	7687	148
981	7694	141
982	7702	133
983	7709	125
984	7717	117
985	7724	109
986	7732	101
987	7740	94
988	7748	86
989	7755	78
990	7763	70
991	7771	62
992	7778	54
993	7785	46
994	7792	39
995	7800	31
996	7808	23
997	7816	15
998	7823	7
999	7831	0
